""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Nov 08,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,196540,201735,458463,462354,31936476,29279208,31958323,29359303,1481829,720187,1372496,721005,64072703,64075216
DII,384,0,53856,43568,0,9536,0,2831,0,0,18240,0,63776,64639
FII,35259,40075,349796,367303,8096820,8113054,8019916,8027675,532359,344584,572985,357513,17471872,17385467
Pro,120820,111193,610260,599150,49823504,41229976,49878561,41241965,2264834,1327499,2315301,1313752,95376893,95459922
TOTAL,353003,353003,1472375,1472375,89856800,78631774,89856800,78631774,4279022,2392270,4279022,2392270,176985244,176985244
