""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Apr 27, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,90248,97860,960752,964098,27851805,25444850,27897679,25296717,2123325,968197,2293168,923985,57439177,57473507
DII,49837,50940,939976,946205,1270,15351,320,12051,27163,9457,18769,1915,1043054,1030200
FII,75834,77736,1902647,1869946,4379039,4691164,4356867,4747222,349532,202482,365628,202515,11600698,11619914
Pro,43298,32681,1097987,1121113,38872165,38281706,38849413,38377081,5055060,2732144,4877515,2783865,86082360,86041668
TOTAL,259217,259217,4901362,4901362,71104279,68433071,71104279,68433071,7555080,3912280,7555080,3912280,156165289,156165289
