""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Nov 27, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,59226,59329,316760,277060,11764789,10776336,11750450,10883720,926890,329121,864164,388614,24173122,24223337
DII,239,11,66330,60303,0,300,0,0,0,300,13040,24,67169,73378
FII,15320,11836,208793,242617,2648289,2975662,2647376,2929917,140493,78200,148246,81343,6066757,6061335
Pro,32093,35702,358061,369964,16780329,16416029,16795581,16354690,1552209,884709,1594142,822349,36023430,35972428
TOTAL,106878,106878,949944,949944,31193407,30168327,31193407,30168327,2619592,1292330,2619592,1292330,66330478,66330478
