""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Sep 04,2023"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,114880,113412,316383,301285,56296104,53165044,56100111,52868585,923763,287832,877979,282831,111104006,110544203
DII,38,36,23425,46043,0,5351,0,357,0,0,19823,0,28814,66259
FII,27604,25210,179617,168514,7324458,7690737,7275084,7703345,154479,71743,159479,74057,15448638,15405689
Pro,84629,88493,358970,362553,94486117,89781398,94731484,90070243,1448663,684798,1469624,687485,186844575,187409882
TOTAL,227151,227151,878395,878395,158106679,150642530,158106679,150642530,2526905,1044373,2526905,1044373,313426033,313426033
