Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Sep 06,"2024""""",,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,"Future Stock Short	",Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,"Total Long Contracts	",Total Short Contracts
Client,417744,343724,494525,479759,37100926,40900996,36522957,41040843,1592871,743648,1453558,806512,81250710,80647353
DII,0,14755,90864,41541,0,1000,0,10000,88,2080,16950,0,94032,83246
FII,59244,106471,370219,469670,9865715,12004333,9957337,11969487,372976,244072,373010,243957,22916559,23119932
Pro,220060,232098,694572,659210,61759390,68976830,62245737,68862829,2258298,1334482,2380715,1273813,135243632,135654402
TOTAL,697048,697048,1650180,1650180,108726031,121883159,108726031,121883159,4224233,2324282,4224233,2324282,239504933,239504933
