""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Feb 21,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,221934,221169,436504,440703,139988568,140489596,139503468,140713128,1527037,481875,1479415,507185,283145514,282865068
DII,4418,1258,84363,63771,0,0,0,0,123,0,3353,0,88904,68382
FII,56662,49278,250224,251864,29487833,31078971,29587646,31221153,329724,195440,334836,189356,61398854,61634133
Pro,151088,162397,507780,522533,263736797,272038350,264122084,271672636,2548785,1278383,2588065,1259157,540261183,540326872
TOTAL,434102,434102,1278871,1278871,433213198,443606917,433213198,443606917,4405669,1955698,4405669,1955698,884894455,884894455
