""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Nov 03, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,53694,44557,355381,349264,24364079,23026310,24342788,22905127,1205409,468017,1147518,464089,49472890,49253343
DII,603,0,54411,51032,0,0,0,0,255,1310,39235,355,56579,90622
FII,9636,15790,283529,301887,4388510,4192710,4389691,4213849,196159,107417,200575,104267,9177961,9226059
Pro,32428,36014,496734,487872,39811190,35462603,39831300,35562647,2276256,1231349,2290751,1239382,79310560,79447966
TOTAL,96361,96361,1190055,1190055,68563779,62681623,68563779,62681623,3678079,1808093,3678079,1808093,138017990,138017990
