""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Feb 22,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,276806,271978,516011,486469,94290189,81881897,94559478,81731061,1441541,576846,1496912,552155,178983290,179098053
DII,58,7575,100972,113954,0,0,0,0,951,0,2380,0,101981,123909
FII,80799,68038,299700,317459,18722512,16892470,18685281,16957854,371004,217706,362210,214902,36584191,36605744
Pro,166576,176648,560438,559239,177287436,150014609,177055378,150100061,2687404,1388673,2639398,1416168,332105136,331946892
TOTAL,524239,524239,1477121,1477121,290300137,248788976,290300137,248788976,4500900,2183225,4500900,2183225,547774598,547774598
