""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Jul 26,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,352427,414086,638703,669036,42624461,30276964,43014496,30182290,1352390,557984,1397924,526643,75802929,76204475
DII,419,1200,68758,89742,0,11588,0,1193,116,15,16010,0,80896,108145
FII,136001,66227,504562,415352,10551752,8469833,10434316,8327495,328728,180655,336566,181931,20171531,19761887
Pro,221061,228395,769712,807605,56469645,47387645,56197046,47635052,2189970,1152800,2120704,1182880,108190833,108171682
TOTAL,709908,709908,1981735,1981735,109645858,86146030,109645858,86146030,3871204,1891454,3871204,1891454,204246189,204246189
