""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Jan 04,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,171466,172289,425605,410964,76417598,69880954,76518571,69062429,1118541,340599,1106105,323563,148354763,147593921
DII,275,814,31812,52994,0,2368,0,0,0,430,17992,0,34885,71800
FII,33610,32141,201995,210891,10342423,9658873,10699934,10157451,164362,86374,161266,87058,20487637,21348741
Pro,98150,98257,472707,457270,107374223,103321556,106915739,103643871,1914821,889130,1912361,905912,214070587,213933410
TOTAL,303501,303501,1132119,1132119,194134244,182863751,194134244,182863751,3197724,1316533,3197724,1316533,382947872,382947872
