""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Apr 08,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,120466,127077,383108,375003,52922099,45562250,52416294,45173831,1252494,391146,1222830,368816,100631563,99683851
DII,937,3515,39508,46553,0,0,0,0,0,0,18471,0,40445,68539
FII,41518,29964,268378,261105,10037892,9584141,10178382,9802915,287622,157377,288766,160161,20376928,20721293
Pro,79849,82214,475404,483737,87345132,80572558,87710447,80742203,1925859,900326,1935908,919872,171299128,171874381
TOTAL,242770,242770,1166398,1166398,150305123,135718949,150305123,135718949,3465975,1448849,3465975,1448849,292348064,292348064
