""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on May 14,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,227986,205394,444870,425880,87870328,77376949,87806932,77169294,1278289,435077,1306739,415288,167633499,167329527
DII,199,170,54980,48539,0,4765,0,1205,0,0,6446,0,59944,56360
FII,98850,138383,327181,342465,14910248,14120241,14923437,14190695,320661,159597,317682,156723,29936778,30069385
Pro,153449,136537,543981,554128,159544456,143989343,159594663,144130104,1999014,956768,1967097,979431,307187011,307361960
TOTAL,480484,480484,1371012,1371012,262325032,235491298,262325032,235491298,3597964,1551442,3597964,1551442,504817232,504817232
