""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Aug 23,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,173224,175909,522436,509749,26442298,25249264,26419312,25409994,2004455,810471,2056694,815873,55202148,55387531
DII,0,84,149886,163709,0,192404,0,99633,1075,0,8,0,343365,263434
FII,74754,74006,433171,409201,6826611,7065574,6906303,7103839,423799,209417,428392,205901,15033326,15127642
Pro,96656,94635,570633,593467,36861799,35105242,36805093,34999018,3119633,1525092,3063868,1523206,77279055,77079287
TOTAL,344634,344634,1676126,1676126,70130708,67612484,70130708,67612484,5548962,2544980,5548962,2544980,147857894,147857894
