""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Mar 06,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,250777,282411,483954,486860,142055979,120099608,141906786,120000409,1164005,430785,1122126,444119,264485108,264242711
DII,2113,1916,47694,42421,0,442,0,385,0,0,15278,0,50249,60000
FII,87354,68754,348495,351111,26818392,24190820,26818935,24250130,300412,179629,309066,174013,51925102,51972009
Pro,213871,201034,617533,617284,255172175,250196655,255320825,250236601,2028733,1093177,2046680,1085459,509322144,509507883
TOTAL,554115,554115,1497676,1497676,424046546,394487525,424046546,394487525,3493150,1703591,3493150,1703591,825782603,825782603
