""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Mar 20,2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,89240,112279,556844,613873,41099649,37092755,40996311,37088826,2040191,934628,2027545,914893,81813307,81753727
DII,4477,451,206209,148538,0,1000,87,0,0,0,2081,0,211686,151157
FII,39991,22671,423713,377632,5758311,6444051,5912486,6664068,955648,597299,972807,612528,14219013,14562192
Pro,66098,64405,745920,792643,80732107,85827709,80681183,85612621,3421916,2187989,3415322,2192495,172981739,172758669
TOTAL,199806,199806,1932686,1932686,127590067,129365515,127590067,129365515,6417755,3719916,6417755,3719916,269225745,269225745
