""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Jul 14, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,52311,40487,304081,288882,10668644,11017430,10720401,11027268,1132320,480383,1100010,465945,23655169,23642993
DII,5000,3384,55278,82687,0,2010,0,3562,5979,0,30219,0,68267,119852
FII,15061,32363,263635,263640,1818122,1735509,1843658,1761597,184919,90081,187913,84037,4107327,4173208
Pro,34904,31042,453296,441081,17120877,14910512,17043584,14873034,1992891,1053094,1997967,1073576,35565574,35460284
TOTAL,107276,107276,1076290,1076290,29607643,27665461,29607643,27665461,3316109,1623558,3316109,1623558,63396337,63396337
