Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Apr 22,"2024""""",,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,"Future Stock Short	",Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,"Total Long Contracts	",Total Short Contracts
Client,189449,186762,650017,655312,46023708,42442846,45908333,42250032,1526012,590920,1588492,560279,91422952,91149210
DII,7352,9194,379296,393539,0,5883,0,162,1363,0,29,87,393894,403011
FII,70395,76296,1386741,1345408,10141084,10398855,10277538,10554809,385231,244279,374224,245163,22626585,22873438
Pro,134016,128960,740833,762628,72081706,75573492,72060627,75616073,2818027,1342106,2767888,1371776,152690180,152707952
TOTAL,401212,401212,3156887,3156887,128246498,128421076,128246498,128421076,4730633,2177305,4730633,2177305,267133611,267133611
