Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Mar 28,"2024""""",,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,"Future Stock Short	",Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,"Total Long Contracts	",Total Short Contracts
Client,332908,322841,908342,1012671,75533246,63074064,75528164,63071233,984373,438079,1119652,428911,141271012,141483472
DII,26044,20031,651203,662215,0,36854,0,15058,26474,0,8571,0,740575,705875
FII,103677,103034,754862,636000,17650488,14790844,17566612,14720931,30222,19768,29960,29937,33349861,33086474
Pro,200298,217021,1056967,1060488,143000213,147635283,143089171,147729823,1793181,930919,1676067,929918,294616861,294702488
TOTAL,662927,662927,3371374,3371374,236183947,225537045,236183947,225537045,2834250,1388766,2834250,1388766,469978309,469978309
