""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Dec 18,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,241805,208189,358265,365362,53393605,55906582,53016684,55690041,1632856,748252,1541821,781893,112281365,111603990
DII,1037,500,168733,176238,0,1000,0,5000,0,0,1087,0,170770,182825
FII,40179,50423,400505,413564,14711382,12578629,14890579,12677769,753314,545602,793090,531151,29029611,29356576
Pro,175488,199397,572043,544382,102717283,88608647,102915007,88722048,2840797,1727114,2890969,1707924,196641372,196979727
TOTAL,458509,458509,1499546,1499546,170822270,157094858,170822270,157094858,5226967,3020968,5226967,3020968,338123118,338123118
