""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Mar 25, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,124978,138744,801894,825144,10482333,8216366,10585822,8207435,1758685,871680,1957766,820771,22255936,22535682
DII,34718,33076,1077081,1001327,400,858,292,2600,43336,4601,14544,2264,1160994,1054103
FII,72874,62288,2925797,2935759,2432142,2190239,2389834,2209231,285673,179140,273120,173683,8085865,8043915
Pro,73615,72077,1185008,1227550,12979015,10340891,12917942,10329088,4102873,2336732,3945137,2395435,31018134,30887229
TOTAL,306185,306185,5989780,5989780,25893890,20748354,25893890,20748354,6190567,3392153,6190567,3392153,62520929,62520929
