""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Mar 30, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,245499,202156,1103727,1171456,62931924,68320828,62726614,68484003,1044190,860293,1128823,850920,134506461,134563972
DII,20282,15419,848265,893215,42,16122,644,16174,46767,18754,28837,7701,950232,961990
FII,99255,139710,732482,654589,13918939,12786244,14060959,12711269,80365,72324,101230,76600,27689609,27744357
Pro,151940,159691,1440269,1405483,149535546,131393636,149598234,131305384,2556805,1922576,2469237,1938726,287000772,286876755
TOTAL,516976,516976,4124743,4124743,226386451,212516830,226386451,212516830,3728127,2873947,3728127,2873947,450147074,450147074
