""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Oct 16, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,57147,78451,426917,449427,14071986,10616990,14039515,10502583,1804741,711288,1819606,694380,27689069,27583962
DII,7210,3620,94824,68806,800,0,63,0,500,0,8213,0,103334,80702
FII,40700,14523,370953,360034,3226376,3287144,3132699,3257459,278249,138832,272733,140928,7342254,7178376
Pro,35268,43731,565029,579456,21903955,18025199,22030840,18169291,3158455,1737499,3141393,1752311,45425405,45717022
TOTAL,140325,140325,1457723,1457723,39203117,31929333,39203117,31929333,5241945,2587619,5241945,2587619,80560062,80560062
