""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Jan 17,2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,190118,181693,391611,393493,13615261,13060285,13521628,13036516,1709130,824994,1690557,821896,29791399,29645783
DII,11046,256,97649,77046,0,0,0,5000,4950,0,14488,0,113645,96790
FII,34281,63623,375303,383327,3464173,3378251,3525374,3454512,836631,555407,837657,564833,8644046,8829326
Pro,155374,145247,592170,602867,22850746,18857038,22883178,18799546,2773635,1745192,2781644,1738864,46974155,46951346
TOTAL,390819,390819,1456733,1456733,39930180,35295574,39930180,35295574,5324346,3125593,5324346,3125593,85523245,85523245
