""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Sep 17, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,46419,51341,395882,406732,9725647,7923041,9783742,7947440,2154751,658091,2110873,658503,20903831,20958631
DII,2039,145,78341,63869,0,11700,0,1300,41,0,7666,0,92121,72980
FII,15709,6808,237426,240590,1745394,1927066,1746000,1945539,349041,159534,349531,158095,4434170,4446563
Pro,24921,30794,454449,454907,12491877,11668567,12433176,11636095,3154978,1479453,3190741,1480480,29274245,29226193
TOTAL,89088,89088,1166098,1166098,23962918,21530374,23962918,21530374,5658811,2297078,5658811,2297078,54704367,54704367
