""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Dec 23, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,34009,40122,535829,534004,43544084,41411240,43609190,41621644,1876905,798891,1895309,817360,88200958,88517629
DII,67,1632,509342,514354,0,1020,0,1181,1233,430,2058,58,512092,519283
FII,19510,8567,848082,818768,5120093,5747827,5163626,5730706,423520,222275,420153,203904,12381307,12345724
Pro,21365,24630,509335,535462,76289456,79713452,76180817,79520008,3613111,2040343,3597249,2040617,162187062,161898783
TOTAL,74951,74951,2402588,2402588,124953633,126873539,124953633,126873539,5914769,3061939,5914769,3061939,263281419,263281419
