""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Jun 10, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,61490,59713,286597,321615,11235454,10651655,11253333,10691010,1310812,466989,1224946,490518,24012997,24041135
DII,4380,851,87960,53552,290,2139,15,1619,5957,3721,20483,3586,104447,80106
FII,14466,9444,264654,273705,1886374,1831692,1897331,1827762,261164,152734,267848,140976,4411084,4417066
Pro,32505,42833,363512,353851,12746935,11978971,12718374,11944066,2272617,1200477,2337273,1188841,28595017,28585238
TOTAL,112841,112841,1002723,1002723,25869053,24464457,25869053,24464457,3850550,1823921,3850550,1823921,57123545,57123545
