""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on May 04, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,73829,65465,396469,355633,33798905,33145697,33711629,33083370,1314156,474494,1235619,455036,69203550,68906752
DII,242,41,71458,108715,1040,9300,2056,50,31,225,62927,977,82296,174766
FII,11645,19741,356937,349905,5876440,6436502,5842668,6444635,171933,112952,185461,114799,12966409,12957209
Pro,33453,33922,477786,488397,44222063,52131048,44342095,52194492,2451484,1323520,2453597,1340379,100639354,100852882
TOTAL,119169,119169,1302650,1302650,83898448,91722547,83898448,91722547,3937604,1911191,3937604,1911191,182891609,182891609
