""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Aug 26, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,130866,123146,924015,891976,13701809,14745251,13515374,14806658,1598039,830831,1668877,880699,31930811,31886730
DII,51069,51299,1074259,1095899,0,4720,0,4720,62,0,674,0,1130110,1152592
FII,80187,86878,1562663,1565567,3221729,3817517,3227262,3787685,194768,122549,196849,120735,8999413,8984976
Pro,65106,65905,922017,929512,29039599,24999694,29220501,24968119,3612061,2103734,3538530,2055680,60742211,60778247
TOTAL,327228,327228,4482954,4482954,45963137,43567182,45963137,43567182,5404930,3057114,5404930,3057114,102802545,102802545
