""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Oct 29, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,62399,67543,468106,463859,11574131,9693147,11695857,9631999,1321191,508345,1319191,516715,23627319,23695164
DII,8311,0,50405,97963,41,5770,0,0,0,1470,17749,13,65997,115725
FII,12203,18351,333922,313773,2298832,2263984,2279592,2294662,192719,118575,198809,118516,5220235,5223703
Pro,43581,40600,578064,554902,14811610,12786208,14709165,12822448,2403003,1298104,2381164,1291250,31920570,31799529
TOTAL,126494,126494,1430497,1430497,28684614,24749109,28684614,24749109,3916913,1926494,3916913,1926494,60834121,60834121
