""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Sep 30, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,105632,100634,844616,814069,51268006,56329848,51317548,56415161,1183737,726036,1318718,694858,110457875,110660988
DII,9765,7382,709873,719361,9400,7001,0,7001,5536,0,234,0,741575,733978
FII,40296,54821,533266,525109,12634288,13196849,12590903,13153955,125300,81772,127092,86580,26611771,26538460
Pro,64103,56959,923293,952509,105739428,110460971,105742671,110418552,2176020,1247852,2044549,1274222,220611667,220489462
TOTAL,219796,219796,3011048,3011048,169651122,179994669,169651122,179994669,3490593,2055660,3490593,2055660,358422888,358422888
