""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on May 06,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,221915,230874,521790,526173,55214924,58626951,55068695,58543521,1295534,557322,1246212,574062,116438436,116189537
DII,400,1159,48323,71802,0,8850,0,27,240,174,16845,0,57987,89833
FII,56827,45146,434849,423450,10989551,13466362,11053090,13544645,293024,192815,290014,176782,25433428,25533127
Pro,154982,156945,728618,712155,90437330,93237255,90520020,93251225,2264381,1267344,2300108,1266811,188089910,188207264
TOTAL,434124,434124,1733580,1733580,156641805,165339418,156641805,165339418,3853179,2017655,3853179,2017655,330019761,330019761
