""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Oct 10, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,53267,55596,366403,388411,21706738,17569800,21694636,17591152,1628004,576816,1619532,572221,41901028,41921548
DII,360,600,52287,50727,0,1000,0,1000,329,0,19524,0,53976,71851
FII,16472,12001,305412,280674,3164243,3992223,3131177,3972229,246062,116706,238870,119188,7841118,7754139
Pro,31632,33534,478373,482663,27950558,27578439,27995726,27577081,2834903,1404728,2831372,1406841,60278633,60327217
TOTAL,101731,101731,1202475,1202475,52821539,49141462,52821539,49141462,4709298,2098250,4709298,2098250,110074755,110074755
