""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Jun 03,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,384978,510284,734856,799105,52863582,34353889,52635287,33898254,1563636,527833,1532420,471904,90428774,89847254
DII,12514,1372,118924,86674,0,0,0,39840,0,0,26376,0,131438,154262
FII,232895,111472,610957,536114,8226602,7200532,8273574,7347797,414899,233647,422951,236574,16919532,16928482
Pro,315130,322389,893663,936507,77155936,55840335,77337259,56108865,2372415,1115270,2369203,1168272,137692749,138242495
TOTAL,945517,945517,2358400,2358400,138246120,97394756,138246120,97394756,4350950,1876750,4350950,1876750,245172493,245172493
