""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Jun 05,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,615846,702443,827146,844290,159134523,108418644,159885903,108370883,1881337,622506,1838773,573697,271500002,272215989
DII,2418,3539,115787,111367,0,36430,0,252,1181,0,8541,433,155816,124132
FII,264443,220671,773864,748364,35356107,26850555,34857740,26524086,578657,307067,589757,308189,64130693,63248807
Pro,576383,532437,1100744,1113520,295271506,240294516,295018493,240704924,3254046,1571870,3278150,1619124,542069065,542266648
TOTAL,1459090,1459090,2817541,2817541,489762136,375600145,489762136,375600145,5715221,2501443,5715221,2501443,877855576,877855576
