""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Jul 01, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,34926,38971,373238,332203,8616820,7493546,8573531,7599346,1098928,368862,1038068,380029,17986320,17962148
DII,568,894,43628,60666,0,1084,0,1084,0,183,65950,0,45463,128594
FII,11985,12568,221427,242897,2101178,2464820,2067001,2347998,430450,188629,440470,200520,5418489,5311454
Pro,29826,24872,443512,446039,14598980,13393062,14676446,13404084,1548006,771787,1532896,748912,30785173,30833249
TOTAL,77305,77305,1081805,1081805,25316978,23352512,25316978,23352512,3077384,1329461,3077384,1329461,54235445,54235445
