""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Sep 18,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,253144,267666,447427,487897,148337257,124588001,148595918,124827295,2092036,901014,2056579,935107,276618879,277170462
DII,1920,0,83918,73580,0,3047,0,6147,299,74,612,0,89258,80339
FII,71676,54441,420871,393680,29540615,26725694,29178416,26603247,522763,291813,537772,300394,57573432,57067950
Pro,157744,162377,634503,631562,297697056,285905856,297800594,285785909,3316670,1729102,3336805,1686502,589440931,589403749
TOTAL,484484,484484,1586719,1586719,475574928,437222598,475574928,437222598,5931768,2922003,5931768,2922003,923722500,923722500
