""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Aug 11, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,52244,54048,259252,291740,14063644,11233390,14308440,11151683,1147393,551058,1185053,498639,27306981,27489603
DII,0,2223,37650,50009,0,2500,12000,0,550,0,18145,0,40700,82377
FII,13820,10877,274230,238103,2138215,2132342,2113848,2186192,194407,101787,192562,98984,4854801,4840566
Pro,38899,37815,439998,431278,18928664,17375558,18696235,17405915,2218492,1242482,2165082,1297704,40244093,40034029
TOTAL,104963,104963,1011130,1011130,35130523,30743790,35130523,30743790,3560842,1895327,3560842,1895327,72446575,72446575
