""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Nov 13,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,301265,261060,380360,421991,116632888,127607247,116987768,127849148,1217106,788804,1122066,788599,246927670,247430632
DII,1591,322,55494,62397,0,11388,0,7388,2080,0,13460,0,70553,83567
FII,56784,83986,388555,353111,31655444,35027711,31361656,34783725,577659,423806,586222,430876,68129959,67599576
Pro,192781,207053,643691,630601,333781688,268210027,333720596,268216112,2564530,1763588,2639627,1756723,607156305,607170712
TOTAL,552421,552421,1468100,1468100,482070020,430856373,482070020,430856373,4361375,2976198,4361375,2976198,922284487,922284487
