""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Jun 05, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,81421,76642,303878,299671,24669272,25564864,24739651,25608245,1233765,404874,1133092,419308,52258074,52276609
DII,1308,693,50540,74766,265,66,112,106,536,0,11695,664,52715,88036
FII,19900,23038,270686,258526,3998912,4716106,4000982,4702745,235151,143583,250088,135843,9384338,9371222
Pro,52033,54289,399984,392125,30279712,31153979,30207416,31123919,2101539,1116751,2176116,1109393,65103998,65063258
TOTAL,154662,154662,1025088,1025088,58948161,61435015,58948161,61435015,3570991,1665208,3570991,1665208,126799125,126799125
