""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on May 05, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,65633,62451,311765,279439,74593364,71472688,74858011,71397076,1100505,382106,1048443,393245,147926061,148038665
DII,84,3339,67809,83612,376,547,698,3474,159,1057,45752,1039,70032,137914
FII,7723,13284,305088,319654,12379419,11112883,12360377,11301537,170339,99607,178802,96891,24075059,24270545
Pro,32152,26518,390587,392544,147885561,127311529,147639634,127195560,2155678,1162095,2153684,1153690,278937602,278561630
TOTAL,105592,105592,1075249,1075249,234858720,209897647,234858720,209897647,3426681,1644865,3426681,1644865,451008754,451008754
