""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Feb 05, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,47941,40611,352456,327642,9862476,10551040,9717800,10602697,1434938,642118,1287854,653529,22890969,22630133
DII,476,1767,70634,65816,0,0,0,0,2556,0,40524,0,73666,108107
FII,22243,18949,311622,351495,2663087,2718806,2667871,2658858,233723,129175,244196,126789,6078656,6068158
Pro,28858,38191,542062,531821,13827841,13586017,13967733,13594308,2566209,1520167,2664852,1511142,32071154,32308047
TOTAL,99518,99518,1276774,1276774,26353404,26855863,26353404,26855863,4237426,2291460,4237426,2291460,61114445,61114445
