""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Oct 11,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,166019,159442,301109,311710,30795783,30412166,30896931,30519149,1133675,537240,1061841,502858,63345992,63451931
DII,0,512,39742,49467,0,1502,0,1502,0,0,11345,0,41244,62826
FII,32858,27709,271226,229657,6517687,6783601,6336146,6620339,282798,168068,352205,218280,14056238,13784336
Pro,80000,91214,373022,394265,40125957,35863498,40206350,35919777,1609327,877113,1600409,861283,78928917,79073298
TOTAL,278877,278877,985099,985099,77439427,73060767,77439427,73060767,3025800,1582421,3025800,1582421,156372391,156372391
