""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Jul 11, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,63212,49378,345023,332793,9474531,10154039,9460454,10249679,1315685,598136,1226736,632948,21950626,21951988
DII,2610,0,69742,67079,0,0,0,3693,2607,0,45407,0,74959,116179
FII,12806,31317,249391,280103,1583899,1715650,1620345,1697449,187198,92592,186826,84859,3841536,3900899
Pro,36563,34496,485734,469915,14848707,13331281,14826338,13250149,2221452,1293198,2267973,1266119,32216935,32114990
TOTAL,115191,115191,1149890,1149890,25907137,25200970,25907137,25200970,3726942,1983926,3726942,1983926,58084056,58084056
