""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Apr 29,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,256623,304030,512678,514330,69959172,54425009,70139758,53771568,1130012,399192,1098371,402562,126682686,126230619
DII,102,478,42575,48774,22,41735,0,265,0,0,20842,0,84434,70359
FII,94076,39039,402736,407661,15188927,13107381,15230673,13230412,216750,133708,217524,128891,29143578,29254200
Pro,169296,176550,654723,641947,107309938,95673048,107087628,96244928,1872432,937853,1882457,939300,206617290,206972810
TOTAL,520097,520097,1612712,1612712,192458059,163247173,192458059,163247173,3219194,1470753,3219194,1470753,362527988,362527988
