""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Jan 05, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,60106,61295,402396,392601,31843570,32518983,31505758,32668702,1633376,566662,1474221,594550,67025093,66697127
DII,124,307,95478,48063,0,0,0,0,3400,0,58246,0,99002,106616
FII,17982,15759,302154,348853,5563247,5755461,5633610,5700506,264083,146923,268926,146769,12049850,12114423
Pro,43920,44771,513500,524011,49037286,49157536,49304735,49062772,2854586,1542506,2954052,1514772,103149334,103405113
TOTAL,122132,122132,1313528,1313528,86444103,87431980,86444103,87431980,4755445,2256091,4755445,2256091,182323279,182323279
