""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Dec 05,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,363130,402696,492675,555046,110174755,97731325,110739072,98311171,1617079,680659,1628167,645590,211059623,212281742
DII,3152,1150,98045,78484,0,2274,0,2274,492,0,35110,0,103963,117018
FII,105607,69015,523879,432721,30411393,31018013,29746197,30393552,684828,436279,689066,447009,63179999,61777560
Pro,248017,247045,683494,731842,270578484,283473317,270679363,283517932,2779307,1518721,2729363,1543060,559281340,559448605
TOTAL,719906,719906,1798093,1798093,411164632,412224929,411164632,412224929,5081706,2635659,5081706,2635659,833624925,833624925
