""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Oct 10,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,190995,178623,380194,343758,122045016,104764679,121906599,104607100,1254102,562831,1165413,550082,229197817,228751575
DII,413,0,41748,63934,0,0,0,0,531,30,8061,0,42722,71995
FII,29473,56210,280997,299219,23863683,21456002,23823187,21832232,312347,178729,359560,202816,46121231,46573224
Pro,109206,95254,450046,446074,213117018,183264860,213295931,183046209,1793157,975850,1827103,964542,399710137,399675113
TOTAL,330087,330087,1152985,1152985,359025717,309485541,359025717,309485541,3360137,1717440,3360137,1717440,675071907,675071907
