""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Apr 11,2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,97994,103569,406134,392132,10336467,8655868,10502893,8688584,1501400,705576,1564978,665787,21703439,21917943
DII,305,977,53906,94254,165,3000,0,10127,1782,0,13963,0,59158,119321
FII,35076,20475,368261,288651,2903084,2919735,2795412,2833656,639502,401670,663018,395191,7267328,6996403
Pro,72503,80857,638465,691729,16167611,13643197,16109022,13689433,2659431,1603282,2560156,1649550,34784489,34780747
TOTAL,205878,205878,1466766,1466766,29407327,25221800,29407327,25221800,4802115,2710528,4802115,2710528,63814414,63814414
