""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on May 03,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,405965,342927,666360,588493,41498769,45654850,41282391,45997125,1469545,537252,1325045,604517,90232741,90140498
DII,14,250,52434,81862,400,1322,0,13416,70,0,45021,0,54240,140549
FII,69904,142238,398436,513924,9739460,11426470,9831886,11449847,339319,204967,332341,195353,22178556,22465589
Pro,222415,212883,797964,730915,62297434,64001981,62421786,63624235,2419403,1351969,2525930,1294318,131091166,130810067
TOTAL,698298,698298,1915194,1915194,113536063,121084623,113536063,121084623,4228337,2094188,4228337,2094188,243556703,243556703
