""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on Jan 20,2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,169073,166210,412072,402472,14356665,11591843,14541579,11476636,1675167,786411,1649171,744161,28991231,28980229
DII,920,160,97326,107162,0,0,0,1000,219,0,3624,0,98465,111946
FII,35973,42274,371829,371408,3439007,3234378,3385744,3222089,870993,542795,875841,551241,8494975,8448597
Pro,123596,120918,623996,624181,21931009,18105522,21799358,18232018,2743871,1625058,2761614,1658862,45153052,45196951
TOTAL,329562,329562,1505223,1505223,39726681,32931743,39726681,32931743,5290250,2954264,5290250,2954264,82737723,82737723
