""Participant wise Trading Volume (no. of contracts) in Equity Derivatives as on May 19, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,57450,59495,457929,435393,9887903,9264766,9829935,9264075,2021313,696806,1890767,694758,22386167,22174423
DII,402,1227,98765,79404,0,2874,0,474,101,0,1150,0,102142,82255
FII,14547,14810,298452,357120,2145161,2070731,2153088,2058831,744191,386707,772440,400556,5659789,5756845
Pro,39947,36814,639948,623177,13653153,12807871,13703194,12822862,3008593,1674223,3109841,1662422,31823735,31958310
TOTAL,112346,112346,1495094,1495094,25686217,24146242,25686217,24146242,5774198,2757736,5774198,2757736,59971833,59971833
