Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2003-05-08,10.971428,11.200000,10.171428,10.400000,7.856412,187943,0.000000,0.000000
2003-05-09,10.628571,10.742857,10.400000,10.742857,8.115415,114799,0.000000,0.000000
2003-05-12,10.742857,11.771428,10.742857,11.428571,8.633419,752170,0.000000,0.000000
2003-05-13,11.771428,11.885714,11.314285,11.428571,8.633419,526229,0.000000,0.000000
2003-05-14,11.657142,13.142857,11.428571,12.457142,9.410428,797615,0.000000,0.000000
2003-05-15,12.571428,12.800000,12.342857,12.457142,9.410428,868012,0.000000,0.000000
2003-05-16,12.571428,12.800000,12.114285,12.342857,9.324093,446810,0.000000,0.000000
2003-05-19,12.571428,12.685714,12.000000,12.114285,9.151425,445551,0.000000,0.000000
2003-05-20,12.000000,12.228571,11.657142,11.771428,8.892423,262185,0.000000,0.000000
2003-05-21,12.000000,13.028571,11.885714,12.800000,9.669432,598363,0.000000,0.000000
2003-05-22,13.142857,13.828571,12.457142,13.714285,10.360105,1612429,0.000000,0.000000
2003-05-23,14.171428,14.400000,13.714285,14.285714,10.791775,904729,0.000000,0.000000
2003-05-26,14.514285,15.314285,14.400000,15.085714,11.396117,1251600,0.000000,0.000000
2003-05-27,15.542857,15.542857,14.285714,14.400000,10.878109,1049293,0.000000,0.000000
2003-05-28,14.857142,14.971428,14.400000,14.628571,11.050778,574205,0.000000,0.000000
2003-05-29,14.857142,15.428571,14.742857,15.200000,11.482448,1040854,0.000000,0.000000
2003-05-30,15.314285,16.114285,15.314285,15.657142,11.827785,1371874,0.000000,0.000000
2003-06-02,15.885714,16.799999,15.771428,16.114285,12.173120,1529006,0.000000,0.000000
2003-06-03,16.457142,16.571428,15.428571,15.657142,11.827785,894201,0.000000,0.000000
2003-06-04,16.000000,16.228571,15.657142,16.000000,12.086788,810372,0.000000,0.000000
2003-06-05,15.771428,16.342857,15.657142,15.657142,11.827785,815897,0.000000,0.000000
2003-06-06,15.657142,16.114285,15.542857,15.657142,11.827785,473320,0.000000,0.000000
2003-06-09,15.885714,17.257141,15.542857,17.028570,12.863795,2252565,0.000000,0.000000
2003-06-10,17.371428,17.714285,15.542857,15.771428,11.914121,3064916,0.000000,0.000000
2003-06-11,16.228571,16.914286,16.000000,16.114285,12.173120,1080908,0.000000,0.000000
2003-06-12,16.114285,16.914286,16.114285,16.457142,12.432124,1091158,0.000000,0.000000
2003-06-13,17.371428,17.371428,16.228571,16.342857,12.345789,513633,0.000000,0.000000
2003-06-16,16.571428,16.571428,15.885714,16.114285,12.173120,494274,0.000000,0.000000
2003-06-17,16.457142,16.457142,16.000000,16.114285,12.173120,397431,0.000000,0.000000
2003-06-18,16.228571,16.342857,15.885714,16.000000,12.086788,771932,0.000000,0.000000
2003-06-19,16.000000,16.571428,16.000000,16.228571,12.259454,876131,0.000000,0.000000
2003-06-20,16.228571,16.685715,16.114285,16.457142,12.432124,978983,0.000000,0.000000
2003-06-23,16.571428,17.714285,16.342857,16.799999,12.691130,2939241,0.000000,0.000000
2003-06-24,16.799999,19.200001,16.799999,18.971428,14.331478,4740127,0.000000,0.000000
2003-06-25,20.228571,20.457142,19.085714,19.885714,15.022152,4424727,0.000000,0.000000
2003-06-26,20.342857,20.685715,19.657143,19.771427,14.935818,2194324,0.000000,0.000000
2003-06-27,20.114285,20.342857,18.971428,20.114285,15.194818,2389118,0.000000,0.000000
2003-06-30,21.714285,21.942858,20.457142,21.371428,16.144499,2949997,0.000000,0.000000
2003-07-01,21.942858,23.771427,21.142857,23.314285,17.612179,4565927,0.000000,0.000000
2003-07-02,24.000000,28.000000,24.000000,26.628571,20.115864,9536891,0.000000,0.000000
2003-07-03,26.971428,28.342857,25.257141,25.828571,19.511530,4809379,0.000000,0.000000
2003-07-04,23.200001,26.285713,23.200001,25.142857,18.993525,3379276,0.000000,0.000000
2003-07-07,26.285713,26.971428,24.685715,26.628571,20.115864,3654417,0.000000,0.000000
2003-07-08,27.314285,27.428572,25.257141,25.600000,19.338863,2624569,0.000000,0.000000
2003-07-09,25.485714,26.057142,24.342857,24.685715,18.648186,2894077,0.000000,0.000000
2003-07-10,24.914286,25.257141,24.114285,24.342857,18.389183,1788381,0.000000,0.000000
2003-07-11,24.228571,25.600000,24.228571,24.342857,18.389183,1829012,0.000000,0.000000
2003-07-14,25.142857,25.600000,24.228571,25.028570,18.907188,2215126,0.000000,0.000000
2003-07-15,25.028570,25.714285,23.771427,24.914286,18.820858,2406232,0.000000,0.000000
2003-07-16,25.028570,26.057142,24.685715,25.828571,19.511530,3095117,0.000000,0.000000
2003-07-17,26.285713,26.971428,25.142857,25.371428,19.166191,3804016,0.000000,0.000000
2003-07-18,25.485714,25.714285,24.228571,24.799999,18.734520,2426476,0.000000,0.000000
2003-07-21,25.600000,26.285713,23.542856,23.771427,17.957512,1584932,0.000000,0.000000
2003-07-22,23.542856,23.657143,22.971428,23.200001,17.525845,1800537,0.000000,0.000000
2003-07-23,23.771427,24.342857,23.200001,23.428572,17.698511,1770111,0.000000,0.000000
2003-07-24,23.657143,24.000000,23.200001,23.314285,17.612179,902192,0.000000,0.000000
2003-07-25,23.657143,26.057142,23.428572,25.600000,19.338863,3856860,0.000000,0.000000
2003-07-28,27.428572,27.657143,26.171429,26.400000,19.943201,3935937,0.000000,0.000000
2003-07-29,26.628571,26.971428,25.600000,26.742857,20.202198,2669416,0.000000,0.000000
2003-07-30,27.200001,27.314285,26.285713,26.285713,19.856871,2175673,0.000000,0.000000
2003-07-31,26.514284,26.857141,25.485714,25.600000,19.338863,1676386,0.000000,0.000000
2003-08-01,24.457142,25.942858,23.542856,25.371428,19.166191,1566306,0.000000,0.000000
2003-08-04,25.371428,26.057142,25.028570,25.600000,19.338863,2064377,0.000000,0.000000
2003-08-05,25.828571,26.057142,24.571428,24.685715,18.648186,1555648,0.000000,0.000000
2003-08-06,23.885714,25.600000,23.885714,24.914286,18.820858,1668336,0.000000,0.000000
2003-08-07,25.028570,26.285713,25.028570,25.942858,19.597870,1522376,0.000000,0.000000
2003-08-08,26.742857,27.200001,26.057142,27.085714,20.461206,3677821,0.000000,0.000000
2003-08-11,27.200001,30.171429,26.971428,29.485714,22.274225,10334873,0.000000,0.000000
2003-08-12,30.057142,34.514286,30.057142,33.942856,25.641256,16496805,0.000000,0.000000
2003-08-13,35.200001,40.799999,33.828571,38.971428,29.439962,17163006,0.000000,0.000000
2003-08-14,42.171429,46.857143,42.057140,46.742859,35.310692,24814366,0.000000,0.000000
2003-08-15,46.742859,46.742859,46.742859,46.742859,35.310692,0,0.000000,0.000000
2003-08-18,50.057140,51.428570,48.685715,51.428570,38.850391,1504877,0.000000,0.000000
2003-08-19,56.571426,56.571426,46.285713,46.285713,34.965343,14141211,0.000000,0.000000
2003-08-20,44.571426,47.200001,41.714287,41.828571,31.598316,10918428,0.000000,0.000000
2003-08-21,41.485714,44.457142,39.085712,40.457142,30.562307,9189771,0.000000,0.000000
2003-08-22,42.057140,42.742859,39.200001,40.571426,30.648638,7047603,0.000000,0.000000
2003-08-25,41.371429,42.057140,36.571426,36.571426,27.626940,6524288,0.000000,0.000000
2003-08-26,34.971428,40.228573,34.971428,40.228573,30.389639,11850398,0.000000,0.000000
2003-08-27,43.428570,44.228573,39.428570,40.228573,30.389639,8512264,0.000000,0.000000
2003-08-28,41.028572,41.142857,37.942856,38.285713,28.921961,3214951,0.000000,0.000000
2003-08-29,38.971428,41.599998,36.000000,38.742859,29.267298,9800511,0.000000,0.000000
2003-09-01,38.857143,39.428570,36.000000,36.342857,27.454271,4890866,0.000000,0.000000
2003-09-02,36.685715,37.028572,34.971428,35.314285,26.677269,2586017,0.000000,0.000000
