Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2002-08-12,306.000000,309.899994,305.500000,309.100006,275.120758,13300,0.000000,0.000000
2002-08-13,302.549988,313.000000,302.549988,310.899994,276.722870,14200,0.000000,0.000000
2002-08-14,303.100006,312.000000,303.100006,311.200012,276.989838,40000,0.000000,0.000000
2002-08-15,311.200012,311.200012,311.200012,311.200012,276.989838,0,0.000000,0.000000
2002-08-16,310.000000,312.000000,308.049988,311.049988,276.856293,30600,0.000000,0.000000
2002-08-19,311.000000,313.899994,310.600006,311.250000,277.034393,29300,0.000000,0.000000
2002-08-20,312.250000,312.850006,310.500000,311.500000,277.256927,74300,0.000000,0.000000
2002-08-21,309.000000,324.250000,309.000000,316.299988,281.529266,48800,0.000000,0.000000
2002-08-22,316.049988,318.799988,311.000000,314.549988,279.971588,32600,0.000000,0.000000
2002-08-23,311.000000,315.899994,311.000000,314.600006,280.016052,46100,0.000000,0.000000
2002-08-26,313.899994,316.899994,313.000000,316.000000,281.262207,31600,0.000000,0.000000
2002-08-27,315.500000,317.000000,312.000000,315.700012,280.995239,41800,0.000000,0.000000
2002-08-28,307.000000,321.899994,307.000000,314.899994,280.283051,33100,0.000000,0.000000
2002-08-29,315.450012,322.000000,311.549988,318.799988,283.754364,41100,0.000000,0.000000
2002-08-30,320.000000,320.000000,311.549988,314.750000,280.149597,84100,0.000000,0.000000
2002-09-02,318.000000,318.500000,311.500000,313.299988,278.859009,23300,0.000000,0.000000
2002-09-03,315.500000,315.500000,310.200012,311.049988,276.856293,15500,0.000000,0.000000
2002-09-04,312.000000,316.399994,309.000000,314.500000,279.927063,16300,0.000000,0.000000
2002-09-05,312.000000,324.049988,311.750000,321.399994,286.068604,49800,0.000000,0.000000
2002-09-06,319.049988,324.850006,316.100006,318.200012,283.220337,46800,0.000000,0.000000
2002-09-09,314.000000,317.000000,313.049988,314.299988,279.749084,13800,0.000000,0.000000
2002-09-10,314.299988,314.299988,314.299988,314.299988,279.749084,0,0.000000,0.000000
