Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2003-03-12,7.750000,9.195000,7.750000,8.812500,7.252362,24669040,0.000000,0.000000
2003-03-13,8.700000,9.332500,8.700000,9.000000,7.406666,23553560,0.000000,0.000000
2003-03-14,9.000000,9.000000,9.000000,9.000000,7.406666,0,0.000000,0.000000
2003-03-17,9.000000,9.000000,8.382500,8.550000,7.036334,3533080,0.000000,0.000000
2003-03-18,8.550000,8.550000,8.550000,8.550000,7.036334,0,0.000000,0.000000
2003-03-19,8.700000,8.945000,8.635000,8.837500,7.272937,2137240,0.000000,0.000000
2003-03-20,8.790000,9.560000,8.750000,9.177500,7.552742,8665540,0.000000,0.000000
2003-03-21,9.150000,9.590000,9.150000,9.277500,7.635040,4546980,0.000000,0.000000
2003-03-24,9.750000,10.290000,9.575000,10.072500,8.289294,15818280,0.000000,0.000000
2003-03-25,10.020000,11.100000,9.840000,10.900000,8.970298,31668880,0.000000,0.000000
2003-03-26,10.940000,11.590000,10.850000,10.985000,9.040250,33125460,0.000000,0.000000
2003-03-27,11.002500,11.080000,10.250000,10.370000,8.534126,20628560,0.000000,0.000000
2003-03-28,10.250000,12.042500,10.250000,11.722500,9.647183,53603440,0.000000,0.000000
2003-03-31,11.400000,11.737500,10.850000,10.957500,9.017616,30536520,0.000000,0.000000
2003-04-01,11.200000,11.915000,11.047500,11.537500,9.494938,24699800,0.000000,0.000000
2003-04-02,11.695000,11.897500,11.525000,11.790000,9.702734,11719560,0.000000,0.000000
2003-04-03,11.905000,12.185000,11.750000,11.817500,9.725365,11939360,0.000000,0.000000
2003-04-04,11.805000,11.920000,11.650000,11.682500,9.614268,6654500,0.000000,0.000000
2003-04-07,11.750000,11.962500,11.717500,11.810000,9.719193,5479520,0.000000,0.000000
2003-04-08,11.750000,13.040000,11.750000,12.525000,10.307612,25894860,0.000000,0.000000
2003-04-09,12.552500,13.192500,12.552500,12.782500,10.519525,14023080,0.000000,0.000000
2003-04-10,12.900000,12.900000,12.100000,12.190000,10.031919,5010260,0.000000,0.000000
2003-04-11,12.225000,12.695000,12.050000,12.405000,10.208856,2732600,0.000000,0.000000
2003-04-14,12.405000,12.405000,12.405000,12.405000,10.208856,0,0.000000,0.000000
2003-04-15,12.700000,13.750000,12.627500,12.807500,10.540100,5449060,0.000000,0.000000
2003-04-16,12.975000,13.100000,12.457500,12.597500,10.367276,3303560,0.000000,0.000000
2003-04-17,12.700000,12.750000,12.175000,12.302500,10.124503,4404860,0.000000,0.000000
2003-04-18,12.302500,12.302500,12.302500,12.302500,10.124503,0,0.000000,0.000000
2003-04-21,12.500000,12.687500,12.212500,12.267500,10.095700,2083740,0.000000,0.000000
2003-04-22,12.335000,12.925000,12.010000,12.815000,10.546274,10753540,0.000000,0.000000
2003-04-23,12.985000,13.192500,12.700000,12.992500,10.692346,8406660,0.000000,0.000000
2003-04-24,13.150000,13.150000,12.757500,12.822500,10.552445,3004880,0.000000,0.000000
2003-04-25,12.882500,12.990000,12.400000,12.755000,10.496896,2550300,0.000000,0.000000
2003-04-28,12.800000,13.465000,12.575000,13.292500,10.939239,6320860,0.000000,0.000000
2003-04-29,13.350000,14.165000,13.350000,13.882500,11.424785,19040060,0.000000,0.000000
2003-04-30,13.775000,14.750000,13.750000,14.512500,11.943252,13973620,0.000000,0.000000
2003-05-01,14.512500,14.512500,14.512500,14.512500,11.943252,0,0.000000,0.000000
2003-05-02,14.795000,15.070000,14.307500,14.480000,11.916505,17681420,0.000000,0.000000
2003-05-05,14.637500,14.790000,13.655000,13.932500,11.465932,9284660,0.000000,0.000000
2003-05-06,14.095000,14.685000,14.000000,14.410000,11.858896,9803840,0.000000,0.000000
2003-05-07,14.600000,14.785000,14.252500,14.330000,11.793064,8567560,0.000000,0.000000
2003-05-08,14.250000,14.470000,13.915000,13.992500,11.515311,5121320,0.000000,0.000000
2003-05-09,14.095000,14.285000,13.860000,14.087500,11.593491,6113440,0.000000,0.000000
2003-05-12,14.250000,14.700000,14.102500,14.452500,11.893875,7107040,0.000000,0.000000
2003-05-13,14.550000,14.685000,14.095000,14.180000,11.669616,5071980,0.000000,0.000000
2003-05-14,14.282500,14.440000,14.175000,14.270000,11.743683,3553000,0.000000,0.000000
2003-05-15,13.900000,15.997500,12.600000,15.835000,13.031618,27435860,0.000000,0.000000
2003-05-16,16.025000,16.735001,15.850000,16.082500,13.235304,20487660,0.000000,0.000000
2003-05-19,16.007500,16.334999,15.355000,15.552500,12.799131,8121920,0.000000,0.000000
2003-05-20,15.482500,16.750000,15.450000,16.577499,13.642671,17828120,0.000000,0.000000
2003-05-21,16.650000,16.985001,15.905000,16.040001,13.200327,10381920,0.000000,0.000000
2003-05-22,16.250000,16.750000,15.800000,16.555000,13.624156,16159880,0.000000,0.000000
2003-05-23,16.900000,18.450001,16.227501,18.067499,14.868885,34957540,0.000000,0.000000
2003-05-26,18.250000,18.837500,17.549999,18.497499,15.222760,14667880,0.000000,0.000000
2003-05-27,18.525000,18.735001,18.200001,18.327499,15.082856,8136280,0.000000,0.000000
2003-05-28,18.305000,19.200001,18.212500,18.395000,15.138404,12402840,0.000000,0.000000
2003-05-29,18.500000,18.817499,18.282499,18.379999,15.126060,5350060,0.000000,0.000000
2003-05-30,18.400000,19.299999,18.400000,18.709999,15.397641,9837160,0.000000,0.000000
2003-06-02,18.870001,19.322500,18.632500,18.895000,15.549885,6216900,0.000000,0.000000
2003-06-03,18.799999,19.299999,18.799999,18.927500,15.576636,4661260,0.000000,0.000000
2003-06-04,18.900000,19.987499,18.900000,19.832500,16.321417,13485060,0.000000,0.000000
2003-06-05,19.924999,20.200001,19.445000,19.612499,16.140362,4629040,0.000000,0.000000
