""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Sep 09, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,218724,86354,2578885,294255,1553308,1358054,1535423,1759413,1553480,761471,1100416,974209,8023922,5750071
DII,75600,37703,193836,4235877,970,37539,0,0,2013,0,148498,0,309958,4422078
FII,20018,209868,3414716,2047519,279565,467098,298800,189896,70465,101037,102451,72177,4352898,2920711
Pro,41807,22224,653016,262802,571950,674870,571570,588251,675020,741620,949613,557742,3358284,2952202
TOTAL,356149,356149,6840453,6840453,2405793,2537561,2405793,2537561,2300978,1604128,2300978,1604128,16045061,16045061
