""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Mar 06,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,433179,383111,1933750,209627,3062689,3882540,3272997,3979801,1218094,402877,714724,592350,10933128,9152610
DII,60931,85754,94335,2237484,0,42271,0,0,58,0,71612,0,197595,2394850
FII,89321,135662,1623319,1551499,773211,968749,713432,841586,60140,67822,98343,70421,3582562,3410943
Pro,73233,52137,512998,165792,1407937,1473556,1257408,1545729,339615,471694,733228,279622,4279033,4033916
TOTAL,656664,656664,4164402,4164402,5243837,6367116,5243837,6367116,1617907,942393,1617907,942393,18992318,18992318
