Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Feb 22,"2024""""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,"Future Stock Short	",Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,"Total Long Contracts	",Total Short Contracts,
Client,264995,199212,1957726,238456,2968202,2815946,3083054,3167417,1866213,663828,1115583,827430,10536909,8631152,
DII,56891,86030,102480,2247346,0,29064,0,0,70,40,195818,0,188545,2529194,
FII,134577,169246,1616101,1519251,704689,868408,623041,664470,141502,129025,175896,104501,3594302,3256405,6850707
Pro,46944,48919,597510,268764,1183283,1225823,1150079,1107354,577353,633035,1097841,493997,4263948,4166954,
TOTAL,503407,503407,4273817,4273817,4856174,4939241,4856174,4939241,2585138,1425928,2585138,1425928,18583704,18583704,
