""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Dec 01, 2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,149586,91538,2958563,273867,3089651,2439806,3050126,2871584,1496501,637680,1099623,997846,10771787,8384584
DII,77545,35595,178772,4608153,1950,27294,0,0,325,14696,52474,462,300582,4696684
FII,26360,113530,3560171,2240368,550277,712115,562864,446954,54512,72135,94874,62465,4975570,3521055
Pro,20292,33120,718649,293767,1091480,1125497,1120366,986175,726235,869980,1030602,533718,4552132,3997748
TOTAL,273783,273783,7416155,7416155,4733357,4304712,4733357,4304712,2277573,1594491,2277573,1594491,20600071,20600071
