""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Apr 28,2025"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,116102,143073,1996801,366460,2023923,2316875,2173469,2269252,960312,505998,721643,651231,7920012,6325128
DII,91782,38293,209696,3876004,70,50715,0,0,843,0,54592,0,353106,3968889
FII,62890,85666,3790565,2058230,539129,709134,494406,746096,154314,165200,223767,194136,5421233,3802301
Pro,30871,34613,598265,294633,870793,981599,766040,1042976,600072,670479,715539,496310,3752079,3350111
TOTAL,301645,301645,6595327,6595327,3433915,4058324,3433915,4058324,1715541,1341677,1715541,1341677,17446429,17446429
