""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Mar 11, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,267685,136538,2883913,353642,2667383,1576240,2312041,2148347,2157204,690356,1187351,929697,10242780,7067616
DII,81146,29432,250234,4394359,75,26911,653,651,0,35461,425271,7676,393827,4858042
FII,31623,237924,3994687,2801766,527268,904513,712235,451776,170352,214413,237008,157096,5842856,4597805
Pro,78698,55258,803858,382925,950550,914433,1120346,821324,1026896,1051928,1504822,897689,4826363,4782364
TOTAL,459152,459152,7932692,7932692,4145275,3422097,4145275,3422097,3354452,1992158,3354452,1992158,21305827,21305827
