""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Dec 19,2023"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,209319,271394,1739612,256129,5235898,5170114,5364182,5453264,1657672,655385,1016590,787527,14667999,13149086
DII,88542,64456,116976,2025663,0,94405,0,0,28,0,65065,0,299951,2155184
FII,165520,100112,1304518,1179784,1436104,1510465,1090996,1072512,92784,104437,139060,82797,4613828,3665260
Pro,38541,65960,535054,234584,1676877,1571116,1893702,1820324,582342,615754,1112111,505252,5019684,5631933
TOTAL,501922,501922,3696160,3696160,8348879,8346100,8348879,8346100,2332826,1375576,2332826,1375576,24601462,24601462
