""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Apr 13, 2026"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short       ,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts      ,Total Short Contracts
Client,218196,76874,2593506,225493,1539710,1331269,1487247,1786186,1388983,692792,902467,818464,7764456,5296731
DII,92448,29033,387339,4110452,2095,48671,1233,302,1342,33669,291035,4404,565564,4436459
FII,80652,289006,4184966,3153298,417588,749011,568582,407790,177666,232660,252498,171849,5842543,4843023
Pro,49127,45510,763633,440201,728731,759098,631063,693771,1056311,941112,1178302,905516,4298013,3894363
TOTAL,440423,440423,7929444,7929444,2688125,2888049,2688125,2888049,2624302,1900233,2624302,1900233,18470576,18470576
