""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Aug 29,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,265869,387098,2208758,263772,4098834,4161849,4550850,4842998,942213,347012,545278,537167,12024535,11127163
DII,83646,139836,124667,3102359,2078,321334,0,0,419,0,2659,0,532144,3244854
FII,373947,163803,2364194,1755536,926698,1353418,732006,971963,12301,37228,46082,24385,5067786,3693775
Pro,59588,92313,616405,192357,1637340,1730676,1382094,1752316,231272,402878,592186,225566,4678159,4236832
TOTAL,783050,783050,5314024,5314024,6664950,7567277,6664950,7567277,1186205,787118,1186205,787118,22302624,22302624
