""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Oct 25,2024"",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,513557,266942,2248022,281126,7770194,5011584,7875407,5938336,2868388,744136,1359450,1006981,19155881,16728242
DII,122613,177190,147033,3501685,2078,173582,0,0,0,761,303729,0,446067,3982604
FII,178849,308326,2703745,1838179,2166803,2414928,1830661,1704354,203727,243033,514148,345206,7911085,6540874
Pro,71594,134155,815453,293263,2182520,1866429,2415527,1823833,662581,906640,1557369,542383,6505217,6766530
TOTAL,886613,886613,5914253,5914253,12121595,9466523,12121595,9466523,3734696,1894570,3734696,1894570,34018250,34018250
